date,description,category,amount,account
2025-04-17,Hulu,Entertainment,-5.59,Checking
2025-04-05,Lyft,Transportation,-116.92,Checking
2025-08-18,AT&T,Utilities,-59.92,Checking
2025-06-01,Safeway,Groceries,-185.59,Checking
2025-05-28,Company Payroll,Salary,2829.83,Checking
2025-04-09,Hulu,Entertainment,-124.26,Checking
2025-06-27,PayPal,Misc,-122.65,Checking
2025-08-07,Olive Garden,Restaurants,-34.58,Checking
2025-04-05,PayPal,Misc,-170.84,Checking
2025-08-22,AT&T,Utilities,-138.6,Checking
2025-07-15,Safeway,Groceries,-55.25,Checking
2025-07-29,Safeway,Groceries,-143.16,Checking
2025-06-29,Venmo,Misc,-68.51,Checking
2025-08-22,Landlord LLC,Rent,-106.57,Checking
2025-05-04,Walgreens,Healthcare,-159.8,Checking
2025-07-30,Uber,Transportation,-23.78,Checking
2025-03-07,Comcast,Utilities,-138.82,Checking
2025-08-04,Target,Shopping,-172.08,Checking
2025-04-20,Walmart,Groceries,-149.78,Checking
2025-04-06,Uber,Transportation,-137.26,Checking
2025-06-11,Trader Joe's,Groceries,-45.19,Checking
2025-06-19,Amazon,Shopping,-187.22,Checking
2025-06-19,Walgreens,Healthcare,-73.1,Checking
2025-05-10,Company Payroll,Salary,2036.46,Checking
2025-03-31,McDonald's,Restaurants,-24.08,Checking
2025-08-09,Comcast,Utilities,-127.92,Checking
2025-06-15,Shell Gas,Transportation,-56.66,Checking
2025-03-17,Company Payroll,Salary,2720.77,Checking
2025-04-01,Amazon,Shopping,-174.14,Checking
2025-07-21,Spotify,Entertainment,-161.09,Checking
2025-03-21,Whole Foods,Groceries,-92.73,Checking
2025-06-02,Target,Shopping,-90.01,Checking
2025-07-14,AT&T,Utilities,-49.29,Checking
2025-06-17,PayPal,Misc,-51.61,Checking
2025-07-17,Hulu,Entertainment,-102.62,Checking
2025-06-19,Amazon,Shopping,-133.02,Checking
2025-07-13,Spotify,Entertainment,-8.55,Checking
2025-07-01,Netflix,Entertainment,-89.79,Checking
2025-08-04,Best Buy,Shopping,-147.97,Checking
2025-08-29,Safeway,Groceries,-130.32,Checking
2025-04-26,Shell Gas,Transportation,-188.95,Checking
2025-07-02,Whole Foods,Groceries,-68.44,Checking
2025-03-09,Uber,Transportation,-76.06,Checking
2025-07-16,AT&T,Utilities,-79.97,Checking
2025-07-29,CVS Pharmacy,Healthcare,-20.88,Checking
2025-06-17,PayPal,Misc,-31.65,Checking
2025-07-12,PG&E,Utilities,-137.05,Checking
2025-03-15,CVS Pharmacy,Healthcare,-126.8,Checking
2025-07-28,Venmo,Misc,-94.22,Checking
2025-06-09,CVS Pharmacy,Healthcare,-193.67,Checking
2025-04-11,Netflix,Entertainment,-185.19,Checking
2025-08-09,McDonald's,Restaurants,-120.23,Checking
2025-08-04,Comcast,Utilities,-180.93,Checking
2025-08-08,Walgreens,Healthcare,-140.23,Checking
2025-06-01,PG&E,Utilities,-181.02,Checking
2025-09-02,Venmo,Misc,-77.74,Checking
2025-03-31,Shell Gas,Transportation,-129.66,Checking
2025-03-25,Netflix,Entertainment,-12.51,Checking
2025-04-21,Uber,Transportation,-197.31,Checking
2025-05-07,Hulu,Entertainment,-35.99,Checking
2025-07-15,Landlord LLC,Rent,-168.14,Checking
2025-07-07,Subway,Restaurants,-115.47,Checking
2025-05-16,Exxon,Transportation,-79.93,Checking
2025-03-24,Target,Shopping,-5.41,Checking
2025-05-23,McDonald's,Restaurants,-159.88,Checking
2025-06-01,Company Payroll,Salary,3341.75,Checking
2025-04-12,Walgreens,Healthcare,-29.6,Checking
2025-05-14,Landlord LLC,Rent,-147.41,Checking
2025-08-17,McDonald's,Restaurants,-144.86,Checking
2025-03-07,Netflix,Entertainment,-187.6,Checking
2025-07-17,Company Payroll,Salary,2830.3,Checking
2025-04-09,Exxon,Transportation,-110.32,Checking
2025-07-11,Shell Gas,Transportation,-196.97,Checking
2025-05-25,Landlord LLC,Rent,-168.6,Checking
2025-08-11,Lyft,Transportation,-76.18,Checking
2025-05-04,Comcast,Utilities,-160.96,Checking
2025-06-28,CVS Pharmacy,Healthcare,-42.4,Checking
2025-05-31,Landlord LLC,Rent,-183.26,Checking
2025-05-10,PayPal,Misc,-120.87,Checking
2025-04-30,Whole Foods,Groceries,-135.67,Checking
2025-07-07,CVS Pharmacy,Healthcare,-26.16,Checking
2025-07-17,AT&T,Utilities,-39.7,Checking
2025-07-15,Walmart,Groceries,-153.45,Checking
2025-08-19,Landlord LLC,Rent,-71.5,Checking
2025-08-11,Venmo,Misc,-66.01,Checking
2025-03-11,Walgreens,Healthcare,-175.68,Checking
2025-05-23,Chipotle,Restaurants,-145.31,Checking
2025-06-22,Subway,Restaurants,-86.3,Checking
2025-05-23,Exxon,Transportation,-145.47,Checking
2025-07-01,Venmo,Misc,-89.49,Checking
2025-07-24,Landlord LLC,Rent,-109.24,Checking
2025-07-12,Comcast,Utilities,-11.96,Checking
2025-03-13,PayPal,Misc,-189.19,Checking
2025-07-10,McDonald's,Restaurants,-109.69,Checking
2025-05-03,Target,Shopping,-142.06,Checking
2025-07-23,PayPal,Misc,-47.4,Checking
2025-06-26,Walgreens,Healthcare,-199.31,Checking
2025-07-23,Company Payroll,Salary,3683.35,Checking
2025-04-30,Landlord LLC,Rent,-16.2,Checking
2025-04-23,Netflix,Entertainment,-10.27,Checking
2025-05-21,CVS Pharmacy,Healthcare,-65.21,Checking
2025-08-14,Amazon,Shopping,-102.17,Checking
2025-08-05,PG&E,Utilities,-35.72,Checking
2025-06-04,Amazon,Shopping,-119.29,Checking
2025-07-17,CVS Pharmacy,Healthcare,-38.37,Checking
2025-04-27,Olive Garden,Restaurants,-16.0,Checking
2025-04-30,Landlord LLC,Rent,-98.82,Checking
2025-06-24,Whole Foods,Groceries,-135.74,Checking
2025-04-30,Safeway,Groceries,-115.2,Checking
2025-07-06,Company Payroll,Salary,3147.27,Checking
2025-07-21,Exxon,Transportation,-171.08,Checking
2025-08-10,Venmo,Misc,-32.62,Checking
2025-05-05,Hulu,Entertainment,-171.02,Checking
2025-07-21,Olive Garden,Restaurants,-15.56,Checking
2025-03-31,Landlord LLC,Rent,-167.84,Checking
2025-05-03,Walgreens,Healthcare,-103.07,Checking
2025-03-27,Company Payroll,Salary,2779.76,Checking
2025-05-15,Olive Garden,Restaurants,-181.66,Checking
2025-06-15,Whole Foods,Groceries,-43.61,Checking
2025-08-21,Company Payroll,Salary,3545.42,Checking
2025-04-30,Spotify,Entertainment,-41.27,Checking
2025-03-13,PayPal,Misc,-161.28,Checking
2025-04-06,Venmo,Misc,-57.49,Checking
2025-04-16,Company Payroll,Salary,3270.72,Checking
2025-08-02,Best Buy,Shopping,-88.44,Checking
2025-06-02,Uber,Transportation,-86.09,Checking
2025-06-26,Safeway,Groceries,-32.83,Checking
2025-05-22,Trader Joe's,Groceries,-192.76,Checking
2025-04-20,McDonald's,Restaurants,-18.64,Checking
2025-04-01,AT&T,Utilities,-84.8,Checking
2025-08-18,Target,Shopping,-151.25,Checking
2025-03-11,McDonald's,Restaurants,-93.52,Checking
2025-07-24,Landlord LLC,Rent,-178.07,Checking
2025-08-10,PayPal,Misc,-106.6,Checking
2025-06-10,PayPal,Misc,-109.05,Checking
2025-04-19,Exxon,Transportation,-192.37,Checking
2025-07-04,Company Payroll,Salary,2677.07,Checking
2025-05-23,Shell Gas,Transportation,-86.67,Checking
2025-07-28,Best Buy,Shopping,-191.55,Checking
2025-05-11,Landlord LLC,Rent,-101.35,Checking
2025-06-04,Company Payroll,Salary,3800.59,Checking
2025-08-20,Shell Gas,Transportation,-24.38,Checking
2025-06-16,Best Buy,Shopping,-98.86,Checking
2025-08-08,Company Payroll,Salary,2620.14,Checking
2025-05-27,Spotify,Entertainment,-89.88,Checking
2025-04-07,Trader Joe's,Groceries,-152.62,Checking
2025-03-24,CVS Pharmacy,Healthcare,-33.12,Checking
2025-05-11,Target,Shopping,-56.2,Checking
2025-03-30,PayPal,Misc,-108.72,Checking
2025-07-03,Company Payroll,Salary,3150.27,Checking
2025-07-20,Company Payroll,Salary,3214.94,Checking
2025-06-02,AT&T,Utilities,-75.81,Checking
2025-05-21,Company Payroll,Salary,2575.62,Checking
2025-08-06,Olive Garden,Restaurants,-6.39,Checking
2025-05-19,Uber,Transportation,-89.8,Checking
2025-07-09,PayPal,Misc,-96.51,Checking
2025-05-11,Company Payroll,Salary,2516.77,Checking
2025-06-20,CVS Pharmacy,Healthcare,-13.37,Checking
2025-04-08,Safeway,Groceries,-124.28,Checking
2025-03-22,PayPal,Misc,-109.07,Checking
2025-07-12,Comcast,Utilities,-32.45,Checking
2025-08-23,Spotify,Entertainment,-61.49,Checking
2025-04-27,Company Payroll,Salary,3698.25,Checking
2025-05-06,Spotify,Entertainment,-150.65,Checking
2025-03-24,Company Payroll,Salary,2163.35,Checking
2025-06-20,Trader Joe's,Groceries,-121.68,Checking
2025-08-18,Whole Foods,Groceries,-63.02,Checking
2025-04-05,Target,Shopping,-33.96,Checking
2025-04-14,CVS Pharmacy,Healthcare,-115.46,Checking
2025-05-17,Hulu,Entertainment,-127.43,Checking
2025-06-28,Company Payroll,Salary,3953.73,Checking
2025-08-22,Target,Shopping,-195.06,Checking
2025-07-29,CVS Pharmacy,Healthcare,-29.12,Checking
2025-06-21,McDonald's,Restaurants,-50.27,Checking
2025-04-11,CVS Pharmacy,Healthcare,-158.21,Checking
2025-05-03,Landlord LLC,Rent,-45.95,Checking
2025-08-29,PayPal,Misc,-176.37,Checking
2025-07-27,Comcast,Utilities,-94.7,Checking
2025-03-27,McDonald's,Restaurants,-141.59,Checking
2025-08-24,PayPal,Misc,-41.08,Checking
2025-09-02,Comcast,Utilities,-154.49,Checking
2025-05-09,Whole Foods,Groceries,-127.83,Checking
2025-07-25,Trader Joe's,Groceries,-140.33,Checking
2025-04-04,Target,Shopping,-33.78,Checking
2025-04-27,AT&T,Utilities,-186.82,Checking
2025-05-23,CVS Pharmacy,Healthcare,-54.59,Checking
2025-05-04,Landlord LLC,Rent,-25.04,Checking
2025-09-01,Uber,Transportation,-71.93,Checking
2025-03-25,Walgreens,Healthcare,-7.15,Checking
2025-03-14,PG&E,Utilities,-66.21,Checking
2025-08-24,Landlord LLC,Rent,-80.59,Checking
2025-03-22,Chipotle,Restaurants,-194.94,Checking
2025-04-21,Olive Garden,Restaurants,-107.54,Checking
2025-07-31,Best Buy,Shopping,-20.81,Checking
2025-04-21,Amazon,Shopping,-101.15,Checking
2025-04-21,Landlord LLC,Rent,-65.55,Checking
2025-06-25,Landlord LLC,Rent,-138.27,Checking
2025-05-21,PayPal,Misc,-62.92,Checking
2025-03-28,PG&E,Utilities,-72.06,Checking
2025-06-27,PG&E,Utilities,-32.06,Checking
2025-05-27,Company Payroll,Salary,3760.75,Checking
2025-06-07,Landlord LLC,Rent,-9.61,Checking
2025-03-09,PG&E,Utilities,-95.3,Checking
2025-08-02,Best Buy,Shopping,-106.51,Checking
2025-04-03,Company Payroll,Salary,2563.93,Checking
2025-04-19,CVS Pharmacy,Healthcare,-20.77,Checking
2025-03-28,Olive Garden,Restaurants,-192.99,Checking
2025-07-27,Netflix,Entertainment,-175.86,Checking
2025-04-19,Subway,Restaurants,-121.36,Checking
2025-05-15,Walmart,Groceries,-98.02,Checking
2025-08-16,Whole Foods,Groceries,-55.84,Checking
2025-05-24,Olive Garden,Restaurants,-33.82,Checking
2025-08-17,Whole Foods,Groceries,-193.0,Checking
2025-05-16,Landlord LLC,Rent,-14.21,Checking
2025-08-28,Uber,Transportation,-161.66,Checking
2025-04-03,Subway,Restaurants,-22.62,Checking
2025-04-26,Landlord LLC,Rent,-174.08,Checking
2025-03-18,Venmo,Misc,-181.38,Checking
2025-03-10,Amazon,Shopping,-100.05,Checking
2025-07-10,Best Buy,Shopping,-199.78,Checking
2025-05-01,AT&T,Utilities,-30.68,Checking
2025-08-17,Landlord LLC,Rent,-188.36,Checking
2025-04-16,Walmart,Groceries,-25.43,Checking
2025-07-11,Walgreens,Healthcare,-127.65,Checking
2025-06-16,CVS Pharmacy,Healthcare,-89.12,Checking
2025-07-01,Exxon,Transportation,-16.31,Checking
2025-05-12,McDonald's,Restaurants,-121.42,Checking
2025-06-26,Olive Garden,Restaurants,-52.2,Checking
2025-04-13,Landlord LLC,Rent,-177.37,Checking
2025-07-30,Company Payroll,Salary,3531.93,Checking
2025-03-22,Company Payroll,Salary,2608.75,Checking
2025-05-21,Spotify,Entertainment,-181.4,Checking
2025-06-29,Comcast,Utilities,-161.34,Checking
2025-03-09,CVS Pharmacy,Healthcare,-33.49,Checking
2025-03-22,Hulu,Entertainment,-153.89,Checking
2025-07-03,Landlord LLC,Rent,-78.13,Checking
2025-04-20,Spotify,Entertainment,-105.55,Checking
2025-03-13,McDonald's,Restaurants,-74.02,Checking
2025-07-13,Olive Garden,Restaurants,-24.13,Checking
2025-04-04,Best Buy,Shopping,-37.52,Checking
2025-06-07,Trader Joe's,Groceries,-72.45,Checking
2025-07-01,Venmo,Misc,-127.28,Checking
2025-07-21,Shell Gas,Transportation,-75.91,Checking
2025-05-10,Landlord LLC,Rent,-33.14,Checking
2025-08-06,Olive Garden,Restaurants,-141.0,Checking
2025-08-18,Whole Foods,Groceries,-84.84,Checking
2025-07-10,Shell Gas,Transportation,-72.71,Checking
2025-03-12,Company Payroll,Salary,2578.21,Checking
2025-06-27,PG&E,Utilities,-178.71,Checking
2025-06-10,Target,Shopping,-97.75,Checking
2025-05-07,Shell Gas,Transportation,-56.91,Checking
2025-04-17,Company Payroll,Salary,3583.28,Checking
2025-07-01,Netflix,Entertainment,-126.76,Checking
2025-04-12,Best Buy,Shopping,-181.21,Checking
2025-05-14,PG&E,Utilities,-139.92,Checking
2025-08-23,Whole Foods,Groceries,-99.73,Checking
2025-07-18,Subway,Restaurants,-60.34,Checking
2025-06-07,Landlord LLC,Rent,-96.83,Checking
2025-06-30,Comcast,Utilities,-95.09,Checking
2025-07-31,Landlord LLC,Rent,-191.92,Checking
2025-05-26,Company Payroll,Salary,3301.75,Checking
2025-06-17,Company Payroll,Salary,3442.9,Checking
2025-06-25,Whole Foods,Groceries,-140.91,Checking
2025-08-16,Subway,Restaurants,-11.01,Checking
2025-04-20,AT&T,Utilities,-155.68,Checking
2025-03-08,Whole Foods,Groceries,-81.35,Checking
2025-04-28,Netflix,Entertainment,-180.84,Checking
2025-04-29,Landlord LLC,Rent,-22.66,Checking
2025-08-04,Company Payroll,Salary,3609.48,Checking
2025-03-17,Amazon,Shopping,-172.99,Checking
2025-04-25,AT&T,Utilities,-128.46,Checking
2025-04-22,Company Payroll,Salary,3322.09,Checking
2025-04-15,AT&T,Utilities,-102.43,Checking
2025-07-16,Walgreens,Healthcare,-129.49,Checking
2025-04-27,Comcast,Utilities,-65.89,Checking
2025-06-28,Comcast,Utilities,-107.07,Checking
2025-03-29,PG&E,Utilities,-145.16,Checking
2025-05-25,McDonald's,Restaurants,-47.32,Checking
2025-04-09,McDonald's,Restaurants,-130.63,Checking
2025-03-11,Landlord LLC,Rent,-144.79,Checking
2025-07-01,Whole Foods,Groceries,-140.04,Checking
2025-08-03,Spotify,Entertainment,-171.18,Checking
2025-03-29,Walgreens,Healthcare,-155.3,Checking
2025-05-17,Company Payroll,Salary,2050.64,Checking
2025-08-07,Walgreens,Healthcare,-38.57,Checking
2025-08-05,McDonald's,Restaurants,-139.27,Checking
2025-06-26,Chipotle,Restaurants,-172.39,Checking
2025-07-09,AT&T,Utilities,-77.52,Checking
2025-04-26,AT&T,Utilities,-34.87,Checking
2025-08-22,Amazon,Shopping,-26.06,Checking
2025-05-01,Walmart,Groceries,-81.22,Checking
2025-05-12,Hulu,Entertainment,-160.33,Checking
2025-03-14,Walmart,Groceries,-31.36,Checking
2025-06-18,Company Payroll,Salary,2393.46,Checking
2025-07-27,Spotify,Entertainment,-126.65,Checking
2025-04-18,Company Payroll,Salary,2247.64,Checking
2025-07-02,Walgreens,Healthcare,-94.54,Checking
2025-08-19,Venmo,Misc,-28.9,Checking
2025-06-26,Olive Garden,Restaurants,-157.85,Checking
2025-03-21,Landlord LLC,Rent,-29.79,Checking
2025-08-17,Olive Garden,Restaurants,-118.59,Checking
2025-03-12,CVS Pharmacy,Healthcare,-178.8,Checking
2025-07-23,Landlord LLC,Rent,-147.73,Checking
2025-07-22,Landlord LLC,Rent,-23.71,Checking
2025-07-25,PG&E,Utilities,-56.96,Checking
2025-08-24,Company Payroll,Salary,3851.16,Checking
2025-04-19,PayPal,Misc,-167.53,Checking
2025-05-30,Company Payroll,Salary,2099.87,Checking
2025-07-10,Spotify,Entertainment,-20.59,Checking
2025-04-19,McDonald's,Restaurants,-181.36,Checking
2025-05-22,CVS Pharmacy,Healthcare,-8.8,Checking
2025-07-03,Amazon,Shopping,-94.1,Checking
2025-06-30,Amazon,Shopping,-145.01,Checking
2025-06-18,Chipotle,Restaurants,-35.87,Checking
2025-08-24,Company Payroll,Salary,2003.63,Checking
2025-05-26,Uber,Transportation,-154.23,Checking
2025-07-16,PG&E,Utilities,-38.59,Checking
2025-04-09,CVS Pharmacy,Healthcare,-160.03,Checking
2025-08-14,Walgreens,Healthcare,-98.64,Checking
2025-08-09,Whole Foods,Groceries,-180.45,Checking
2025-06-01,Amazon,Shopping,-36.41,Checking
2025-05-17,Landlord LLC,Rent,-59.54,Checking
2025-04-20,Venmo,Misc,-12.18,Checking
2025-07-05,Safeway,Groceries,-198.85,Checking
2025-03-31,McDonald's,Restaurants,-164.24,Checking
2025-03-30,Olive Garden,Restaurants,-173.38,Checking
2025-08-04,Company Payroll,Salary,3043.08,Checking
2025-06-30,McDonald's,Restaurants,-109.68,Checking
2025-07-30,PG&E,Utilities,-7.61,Checking
2025-07-05,Comcast,Utilities,-172.0,Checking
2025-04-20,Landlord LLC,Rent,-96.48,Checking
2025-03-12,Walmart,Groceries,-103.09,Checking
2025-07-19,Lyft,Transportation,-58.07,Checking
2025-07-13,Landlord LLC,Rent,-61.5,Checking
2025-06-06,Target,Shopping,-70.28,Checking
2025-04-28,Target,Shopping,-65.04,Checking
2025-05-25,Walgreens,Healthcare,-197.25,Checking
2025-08-15,CVS Pharmacy,Healthcare,-78.71,Checking
2025-08-12,Comcast,Utilities,-173.06,Checking
2025-03-09,Exxon,Transportation,-93.26,Checking
2025-04-18,Best Buy,Shopping,-183.16,Checking
2025-05-29,Venmo,Misc,-101.4,Checking
2025-08-26,AT&T,Utilities,-53.07,Checking
2025-06-10,AT&T,Utilities,-24.84,Checking
2025-05-14,CVS Pharmacy,Healthcare,-49.96,Checking
2025-03-24,Whole Foods,Groceries,-123.09,Checking
2025-04-15,Olive Garden,Restaurants,-107.12,Checking
2025-03-30,Olive Garden,Restaurants,-102.97,Checking
2025-03-12,Company Payroll,Salary,3131.41,Checking
2025-05-12,PG&E,Utilities,-81.92,Checking
2025-07-07,Company Payroll,Salary,2695.14,Checking
2025-06-19,Chipotle,Restaurants,-105.36,Checking
2025-04-17,McDonald's,Restaurants,-133.2,Checking
2025-04-26,AT&T,Utilities,-17.03,Checking
2025-06-14,Olive Garden,Restaurants,-72.94,Checking
2025-05-28,Comcast,Utilities,-121.6,Checking
2025-06-04,Trader Joe's,Groceries,-74.86,Checking
2025-05-04,Amazon,Shopping,-185.89,Checking
2025-06-06,McDonald's,Restaurants,-76.43,Checking
2025-05-02,CVS Pharmacy,Healthcare,-19.85,Checking
2025-07-26,CVS Pharmacy,Healthcare,-164.29,Checking
2025-05-24,Landlord LLC,Rent,-187.9,Checking
2025-08-15,Trader Joe's,Groceries,-25.08,Checking
2025-07-28,Best Buy,Shopping,-189.14,Checking
2025-07-05,Amazon,Shopping,-89.26,Checking
2025-05-23,Lyft,Transportation,-183.13,Checking
2025-06-10,Company Payroll,Salary,3854.0,Checking
2025-04-12,Target,Shopping,-22.62,Checking
2025-06-02,Shell Gas,Transportation,-37.23,Checking
2025-04-04,Lyft,Transportation,-91.19,Checking
2025-06-23,Uber,Transportation,-171.85,Checking
2025-05-17,Landlord LLC,Rent,-81.43,Checking
2025-08-16,Walmart,Groceries,-110.16,Checking
2025-08-24,Walgreens,Healthcare,-42.6,Checking
2025-07-12,PayPal,Misc,-168.54,Checking
2025-05-20,Uber,Transportation,-153.31,Checking
2025-08-28,Subway,Restaurants,-197.52,Checking
2025-03-22,Best Buy,Shopping,-47.02,Checking
2025-05-02,CVS Pharmacy,Healthcare,-195.01,Checking
2025-06-22,CVS Pharmacy,Healthcare,-164.11,Checking
2025-08-03,AT&T,Utilities,-74.83,Checking
2025-06-01,Target,Shopping,-146.2,Checking
2025-04-11,Subway,Restaurants,-33.39,Checking
2025-06-04,Shell Gas,Transportation,-85.84,Checking
2025-08-25,PayPal,Misc,-44.78,Checking
2025-08-03,Walgreens,Healthcare,-27.58,Checking
2025-08-22,Uber,Transportation,-11.57,Checking
2025-06-07,Amazon,Shopping,-11.37,Checking
2025-03-10,Company Payroll,Salary,3295.87,Checking
2025-05-03,Company Payroll,Salary,3651.25,Checking
2025-07-14,AT&T,Utilities,-109.43,Checking
2025-06-25,Venmo,Misc,-23.63,Checking
2025-06-01,PG&E,Utilities,-148.09,Checking
2025-07-09,Lyft,Transportation,-177.14,Checking
2025-03-13,Venmo,Misc,-49.61,Checking
2025-04-14,Spotify,Entertainment,-99.88,Checking
2025-06-04,Landlord LLC,Rent,-160.76,Checking
2025-06-02,Spotify,Entertainment,-114.22,Checking
2025-08-12,Chipotle,Restaurants,-167.76,Checking
2025-03-29,Landlord LLC,Rent,-24.3,Checking
2025-04-19,PayPal,Misc,-10.69,Checking
2025-05-31,Walmart,Groceries,-45.94,Checking
2025-04-24,Best Buy,Shopping,-89.95,Checking
2025-08-03,Exxon,Transportation,-81.91,Checking
2025-03-11,Venmo,Misc,-172.03,Checking
2025-07-05,Best Buy,Shopping,-5.72,Checking
2025-08-23,Landlord LLC,Rent,-128.01,Checking
2025-07-24,Company Payroll,Salary,3148.86,Checking
2025-04-02,Comcast,Utilities,-70.47,Checking
2025-04-12,Safeway,Groceries,-51.35,Checking
2025-08-11,Company Payroll,Salary,2431.08,Checking
2025-05-14,McDonald's,Restaurants,-134.55,Checking
2025-08-09,Spotify,Entertainment,-106.55,Checking
2025-06-21,Landlord LLC,Rent,-132.21,Checking
2025-03-28,Company Payroll,Salary,3151.9,Checking
2025-06-02,CVS Pharmacy,Healthcare,-100.82,Checking
2025-08-14,Target,Shopping,-68.11,Checking
2025-04-06,Landlord LLC,Rent,-111.66,Checking
2025-03-10,Spotify,Entertainment,-105.81,Checking
2025-03-13,Venmo,Misc,-155.04,Checking
2025-08-28,Lyft,Transportation,-183.19,Checking
2025-05-08,Landlord LLC,Rent,-34.97,Checking
2025-03-27,Target,Shopping,-148.75,Checking
2025-03-14,CVS Pharmacy,Healthcare,-148.2,Checking
2025-05-08,PayPal,Misc,-39.0,Checking
2025-06-06,Lyft,Transportation,-111.52,Checking
2025-07-19,Best Buy,Shopping,-78.12,Checking
2025-05-16,McDonald's,Restaurants,-175.11,Checking
2025-04-24,Walmart,Groceries,-162.34,Checking
2025-05-20,CVS Pharmacy,Healthcare,-18.91,Checking
2025-07-18,PG&E,Utilities,-22.64,Checking
2025-04-18,Company Payroll,Salary,3307.12,Checking
2025-08-29,Amazon,Shopping,-193.56,Checking
2025-06-22,Netflix,Entertainment,-7.52,Checking
2025-04-09,Landlord LLC,Rent,-165.74,Checking
2025-05-22,Landlord LLC,Rent,-121.81,Checking
2025-08-15,Company Payroll,Salary,3979.03,Checking
2025-05-27,Chipotle,Restaurants,-196.09,Checking
2025-06-06,Amazon,Shopping,-21.95,Checking
2025-04-15,CVS Pharmacy,Healthcare,-49.0,Checking
2025-07-07,Company Payroll,Salary,2575.7,Checking
2025-07-08,Whole Foods,Groceries,-181.97,Checking
2025-08-23,Landlord LLC,Rent,-139.95,Checking
2025-08-22,Amazon,Shopping,-117.99,Checking
2025-06-22,Walgreens,Healthcare,-174.21,Checking
2025-03-08,Lyft,Transportation,-80.21,Checking
2025-05-08,CVS Pharmacy,Healthcare,-175.06,Checking
2025-03-14,Landlord LLC,Rent,-169.93,Checking
2025-04-23,Company Payroll,Salary,3866.96,Checking
2025-04-28,Walgreens,Healthcare,-162.21,Checking
2025-07-08,Exxon,Transportation,-166.9,Checking
2025-08-21,Walgreens,Healthcare,-120.37,Checking
2025-04-16,Venmo,Misc,-156.19,Checking
2025-06-05,Uber,Transportation,-98.61,Checking
2025-06-26,Target,Shopping,-35.22,Checking
2025-05-17,Venmo,Misc,-169.44,Checking
2025-06-20,Company Payroll,Salary,2602.61,Checking
2025-03-26,Venmo,Misc,-38.86,Checking
2025-03-12,Uber,Transportation,-46.54,Checking
2025-03-27,McDonald's,Restaurants,-49.73,Checking
2025-05-27,Safeway,Groceries,-160.01,Checking
2025-03-26,Company Payroll,Salary,3464.91,Checking
2025-04-24,Hulu,Entertainment,-7.41,Checking
2025-09-01,PayPal,Misc,-43.68,Checking
2025-09-03,Venmo,Misc,-133.22,Checking
2025-05-20,Company Payroll,Salary,3555.91,Checking
2025-06-19,Shell Gas,Transportation,-98.16,Checking
2025-06-30,Company Payroll,Salary,2877.5,Checking
2025-08-05,Exxon,Transportation,-52.38,Checking
2025-06-10,Target,Shopping,-64.49,Checking
2025-05-30,Spotify,Entertainment,-129.84,Checking
2025-05-31,Company Payroll,Salary,2752.59,Checking
2025-03-26,Olive Garden,Restaurants,-41.8,Checking
2025-07-26,Company Payroll,Salary,3093.27,Checking
2025-04-25,Target,Shopping,-75.84,Checking
2025-03-10,Comcast,Utilities,-110.1,Checking
2025-04-26,Walgreens,Healthcare,-158.44,Checking
2025-06-28,Spotify,Entertainment,-116.53,Checking
2025-06-21,Company Payroll,Salary,3653.9,Checking
2025-07-14,Walgreens,Healthcare,-38.06,Checking
2025-06-22,Netflix,Entertainment,-144.34,Checking
2025-04-01,Netflix,Entertainment,-195.95,Checking
2025-03-20,Company Payroll,Salary,3972.65,Checking
2025-06-24,Olive Garden,Restaurants,-133.42,Checking
2025-08-10,Netflix,Entertainment,-86.81,Checking
2025-06-02,Amazon,Shopping,-114.75,Checking
